# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
300,1221847627,0.3364,-0.4229,-0.0864,120.85,-22.93,-233.84
301,1221852627,0.2954,-0.2920,-0.1533,144.09,-24.15,-241.89
302,1221857630,0.2612,-0.1724,-0.1987,160.06,-25.24,-248.84
303,1221862627,0.2227,-0.0459,-0.2500,168.96,-25.91,-254.57
304,1221867629,0.1978,0.0820,-0.3042,170.91,-26.34,-259.51
305,1221872629,0.2329,0.2295,-0.3652,166.34,-26.77,-263.78
306,1221877629,0.2886,0.3755,-0.4014,156.28,-26.40,-267.62
307,1221882629,0.2861,0.5073,-0.4390,141.10,-25.24,-270.49
308,1221887627,0.2808,0.6533,-0.5244,121.34,-22.99,-272.20
309,1221892629,0.2949,0.8091,-0.6084,98.29,-19.76,-272.56
310,1221897627,1.7256,11.7158,-0.1313,69.51,-16.46,-247.50
311,1221902627,0.3975,11.5962,0.4985,-43.41,-23.48,-41.10
312,1221907627,1.0449,3.1982,0.1260,-84.33,-23.72,26.52
313,1221912627,1.2378,1.0449,-0.4565,-66.65,-13.29,41.89
314,1221917627,0.9771,0.9482,-0.9629,-47.74,-9.39,48.05
315,1221922627,0.9199,1.2065,-0.5791,-35.24,-6.40,51.95
316,1221927628,0.9995,1.4150,-0.3486,-23.90,-0.98,54.94
317,1221932627,1.1235,1.3159,-0.4365,-14.45,2.44,57.74
318,1221937627,1.1602,1.1772,-0.3857,-9.21,4.51,60.98
319,1221942627,1.1387,1.1699,-0.2041,-9.45,6.71,64.70
320,1221947628,1.1284,1.2349,-0.2002,-13.96,8.29,68.90
321,1221952631,1.1396,1.3091,-0.2407,-21.52,8.60,72.99
322,1221957629,1.1523,1.3237,-0.1333,-31.34,8.78,77.13
323,1221962629,1.1479,1.2725,-0.0957,-42.93,9.09,81.46
324,1221967628,1.1382,1.2217,-0.1768,-55.18,8.54,86.34
325,1221972629,1.1187,1.2036,-0.1519,-66.89,7.68,90.61
326,1221977627,1.0625,1.1934,-0.1211,-76.40,7.56,95.55
327,1221982630,1.0264,1.1626,-0.1465,-82.93,7.38,100.61
328,1221987628,0.9951,1.1182,-0.1733,-86.22,6.77,106.04
329,1221992629,0.9346,1.0610,-0.1484,-86.46,6.40,111.59
330,1221997627,0.8828,1.0171,-0.1646,-83.17,6.04,117.38
331,1222002627,0.8394,0.9536,-0.1748,-76.71,5.43,123.29
332,1222007627,0.8047,0.8945,-0.1650,-68.05,4.94,129.02
333,1222012629,0.7808,0.8145,-0.1606,-58.35,4.45,134.51
334,1222017628,0.7490,0.7202,-0.1587,-48.90,3.78,139.27
335,1222022627,0.7275,0.6226,-0.1489,-40.55,3.05,143.41
336,1222027629,0.6929,0.5137,-0.1406,-34.21,2.50,146.52
337,1222032627,0.6660,0.3994,-0.1411,-30.37,2.07,148.54
338,1222037629,0.6382,0.2749,-0.1362,-29.09,1.95,149.21
339,1222042627,0.6055,0.1470,-0.1406,-30.67,1.52,148.66
340,1222047660,0.5737,-0.0020,-0.1450,-34.39,1.04,147.07
341,1222052629,0.5464,-0.1382,-0.1499,-39.02,0.79,144.33
342,1222057628,0.5195,-0.2715,-0.1582,-43.84,0.24,140.06
343,1222062629,0.4966,-0.4150,-0.1572,-47.44,-0.18,134.51
344,1222067627,0.4600,-0.5635,-0.1631,-49.39,-0.55,127.50
345,1222072629,0.4238,-0.7178,-0.1670,-49.39,-0.85,119.21
346,1222077628,0.3877,-0.8706,-0.1567,-47.93,-0.61,109.39
347,1222082629,0.3599,-1.0327,-0.1567,-45.73,-0.12,98.05
348,1222087628,0.3311,-1.1953,-0.1562,-43.17,0.61,85.55
349,1222092629,0.3022,-1.3457,-0.1514,-40.37,1.46,70.91
350,1222097627,0.2935,-1.4868,-0.1304,-36.95,2.20,55.18
351,1222102627,0.2979,-1.6299,-0.1274,-33.05,2.68,37.74
352,1222107627,0.3218,-1.7583,-0.1147,-28.35,2.99,18.90
353,1222112629,0.3477,-1.8677,-0.1084,-22.07,3.05,-1.34
354,1222117628,0.3691,-1.9688,-0.0908,-12.68,2.62,-22.99
355,1222122631,0.3994,-2.0386,-0.0879,1.34,2.13,-45.67
356,1222127652,0.4429,-2.0825,-0.0649,20.85,1.22,-69.27
357,1222132627,0.4897,-2.0923,-0.0605,44.76,-0.06,-93.66
358,1222137627,0.5347,-2.0664,-0.0522,70.61,-1.71,-119.02
359,1222142629,0.5791,-2.0059,-0.0474,95.24,-3.78,-145.06
360,1222147628,0.6245,-1.8682,-0.0732,115.43,-6.71,-171.71
361,1222152629,0.6245,-1.7227,-0.1035,128.11,-9.63,-198.66
362,1222157627,0.5151,-1.5801,-0.1279,132.01,-11.95,-224.51
363,1222162629,0.3696,-1.4224,-0.1694,127.93,-13.54,-248.54
